,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,gross
1343,Color,David Carson,98.0,118.0,18.0,906.0,Alan Ruck,1000.0,Action|Adventure|Mystery|Sci-Fi|Thriller,LeVar Burton,Star Trek: Generations ,60504,6427,Jonathan Frakes,0.0,23rd century|bare chested male bondage|enterprise the starship|rescue|sacrifice,http://www.imdb.com/title/tt0111280/?ref_=fn_tt_tt_1,249.0,English,USA,PG,35000000.0,1994.0,946.0,6.6,2.35,0,75668868.0
2996,Color,Ira Sachs,121.0,91.0,60.0,18.0,Erin Boyes,60.0,Crime|Drama|Romance,David Richmond-Peck,Married Life ,8014,141,Timothy Webber,4.0,bachelor|best friend|divorce|poison|widow,http://www.imdb.com/title/tt0804505/?ref_=fn_tt_tt_1,50.0,English,USA,PG-13,12000000.0,2007.0,46.0,6.3,1.85,314,1506998.0
761,Color,David O. Russell,315.0,124.0,737.0,14000.0,Robert De Niro,34000.0,Biography|Comedy|Drama,Jennifer Lawrence,Joy ,75329,75793,Bradley Cooper,3.0,based on real person|female inventor|mop|sales pitch|woman holding a shotgun,http://www.imdb.com/title/tt2446980/?ref_=fn_tt_tt_1,256.0,English,USA,PG-13,60000000.0,2015.0,22000.0,6.6,1.85,24000,56443482.0
80,Color,Jon Favreau,453.0,124.0,4000.0,4000.0,Scarlett Johansson,21000.0,Action|Adventure|Sci-Fi,Robert Downey Jr.,Iron Man 2 ,522371,48638,Jon Favreau,4.0,hammer|military|monaco|revenge|tony stark,http://www.imdb.com/title/tt1228705/?ref_=fn_tt_tt_1,723.0,English,USA,PG-13,200000000.0,2010.0,19000.0,7.0,2.35,18000,312057433.0
2097,Color,Mike Bigelow,98.0,83.0,2.0,137.0,Eddie Griffin,591.0,Comedy,Carlos Ponce,Deuce Bigalow: European Gigolo ,41239,1729,Charles Keating,0.0,dolphin|gigolo|pimp|serial killer|villain arrested,http://www.imdb.com/title/tt0367652/?ref_=fn_tt_tt_1,166.0,English,USA,R,22000000.0,2005.0,489.0,4.6,1.85,887,22264487.0
3736,Color,Rob Hedden,129.0,100.0,6.0,65.0,Peter Mark Richman,935.0,Adventure|Horror,Kane Hodder,Friday the 13th Part VIII: Jason Takes Manhattan ,22961,1327,Scott Reeves,0.0,cult film|friday the thirteenth|hockey mask|jason voorhees|murder spree,http://www.imdb.com/title/tt0097388/?ref_=fn_tt_tt_1,291.0,English,USA,R,5000000.0,1989.0,120.0,4.5,1.85,1000,14343976.0
1423,Color,Randall Wallace,160.0,123.0,130.0,426.0,Kevin Connolly,826.0,Biography|Drama|Family|History|Sport,Scott Glenn,Secretariat ,20827,2259,Dylan Walsh,0.0,eccentric|horse racing|newspaper clipping|stallion|triple crown,http://www.imdb.com/title/tt1028576/?ref_=fn_tt_tt_1,136.0,English,USA,PG,35000000.0,2010.0,638.0,7.2,2.35,0,59699513.0
1315,Color,Brian Robbins,70.0,91.0,48.0,39.0,Lou Saliba,61.0,Comedy|Drama,John Gatins,A Thousand Words ,30842,222,Greg Collins,8.0,box office flop|buddhist|liar|literary agent|magical tree,http://www.imdb.com/title/tt0763831/?ref_=fn_tt_tt_1,93.0,English,USA,PG-13,40000000.0,2012.0,46.0,5.9,2.35,0,18438149.0
4862,Color,Bill Plympton,19.0,75.0,45.0,0.0,Bill Martone,5.0,Animation|Comedy|Drama|Fantasy|Sci-Fi,Charis Michelsen,I Married a Strange Person! ,1428,7,Richard Spore,0.0,claim in title|exclamation point in title|punctuation in title|reference to babe ruth|sex,http://www.imdb.com/title/tt0119346/?ref_=fn_tt_tt_1,21.0,English,USA,R,250000.0,1997.0,2.0,7.0,1.85,178,203134.0
475,Color,Stephen Hopkins,102.0,130.0,81.0,427.0,William Hurt,10000.0,Action|Adventure|Family|Sci-Fi|Thriller,Gary Oldman,Lost in Space ,58402,12186,June Lockhart,0.0,based on tv series|remake|robot|scientist|spaceship,http://www.imdb.com/title/tt0120738/?ref_=fn_tt_tt_1,370.0,English,USA,PG-13,80000000.0,1998.0,882.0,5.1,2.35,0,69102910.0
4650,Color,C. Jay Cox,35.0,107.0,6.0,522.0,Rob McElhenney,23000.0,Comedy|Drama|Romance,Joseph Gordon-Levitt,Latter Days ,14580,26017,Jacqueline Bisset,2.0,christian|male frontal nudity|mormon|mormon missionary|nudity,http://www.imdb.com/title/tt0345551/?ref_=fn_tt_tt_1,252.0,English,USA,R,850000.0,2003.0,813.0,7.2,1.85,0,819939.0
3171,Color,Jeff Lowell,100.0,95.0,4.0,655.0,William Morgan Sheppard,939.0,Comedy|Fantasy|Romance,Stephen Root,Over Her Dead Body ,21268,3651,Wendi McLendon-Covey,0.0,accident|diary|ghost|psychic|veterinarian,http://www.imdb.com/title/tt0785007/?ref_=fn_tt_tt_1,53.0,English,USA,PG-13,10000000.0,2008.0,702.0,5.2,2.35,518,7563670.0
1233,Color,Christopher Nolan,341.0,130.0,22000.0,19000.0,Hugh Jackman,23000.0,Drama|Mystery|Sci-Fi|Thriller,Christian Bale,The Prestige ,844052,63986,Scarlett Johansson,1.0,illusion|magician|obsession|rivalry|secret,http://www.imdb.com/title/tt0482571/?ref_=fn_tt_tt_1,1100.0,English,USA,PG-13,40000000.0,2006.0,20000.0,8.5,2.35,49000,53082743.0
2698,Color,Dean Parisot,42.0,91.0,23.0,629.0,Jake Busey,925.0,Comedy|Drama|Romance,Catherine O'Hara,Home Fries ,7159,2913,Shelley Duvall,2.0,baby|infidelity|pilot|pregnant|waitress,http://www.imdb.com/title/tt0119304/?ref_=fn_tt_tt_1,88.0,English,USA,PG-13,15000000.0,1998.0,660.0,5.0,1.85,247,10443316.0
628,Color,Mikael Håfström,286.0,115.0,101.0,585.0,50 Cent,13000.0,Action|Crime|Mystery|Sci-Fi|Thriller,Sylvester Stallone,Escape Plan ,177653,15708,Matt Gerald,1.0,cia agent|escape|muslim|prison|ship,http://www.imdb.com/title/tt1211956/?ref_=fn_tt_tt_1,279.0,English,USA,R,50000000.0,2013.0,1000.0,6.7,2.35,34000,25121291.0
707,Color,Josh Gordon,191.0,93.0,8.0,970.0,Amy Poehler,8000.0,Comedy|Sport,Will Ferrell,Blades of Glory ,129995,13232,Jon Heder,2.0,competition|fight|ice|jock strap|nintendo game boy advance,http://www.imdb.com/title/tt0445934/?ref_=fn_tt_tt_1,246.0,English,USA,PG-13,61000000.0,2007.0,1000.0,6.3,1.85,0,118153533.0
1632,Color,John Schultz,39.0,99.0,13.0,837.0,Robert Forster,1000.0,Comedy|Family|Fantasy|Sport,Brenda Song,Like Mike ,15074,3679,Anne Meara,7.0,basketball|lightning|nba|orphanage|shoe,http://www.imdb.com/title/tt0308506/?ref_=fn_tt_tt_1,72.0,English,USA,PG,30000000.0,2002.0,889.0,5.1,1.85,1000,51432423.0
4556,Color,Brad Anderson,38.0,104.0,122.0,458.0,Callie Thorne,22000.0,Comedy|Drama|Romance,Philip Seymour Hoffman,Next Stop Wonderland ,4195,23461,Holland Taylor,1.0,love|marine biologist|nurse|personal ad|plumber,http://www.imdb.com/title/tt0119778/?ref_=fn_tt_tt_1,86.0,English,USA,R,1000000.0,1998.0,472.0,6.7,1.85,392,3386698.0
1770,Color,Kenny Ortega,36.0,96.0,197.0,115.0,Omri Katz,580.0,Comedy|Family|Fantasy,Vinessa Shaw,Hocus Pocus ,60494,1275,Larry Bagby,0.0,candle|cat|halloween|spell|virgin,http://www.imdb.com/title/tt0107120/?ref_=fn_tt_tt_1,132.0,English,USA,PG,28000000.0,1993.0,336.0,6.7,1.85,16000,39514713.0
2911,Color,Ethan Maniquis,391.0,105.0,20.0,844.0,Don Johnson,22000.0,Action|Crime|Thriller,Robert De Niro,Machete ,165792,26233,Cheech Marin,1.0,machete|mexican|mexico|priest|texas,http://www.imdb.com/title/tt0985694/?ref_=fn_tt_tt_1,392.0,English,USA,R,10500000.0,2010.0,982.0,6.7,1.85,44000,26589953.0
3340,Color,Vondie Curtis-Hall,66.0,104.0,170.0,202.0,Max Beesley,736.0,Drama|Music|Romance,Mariah Carey,Glitter ,19412,1854,Valarie Pettiford,1.0,cult film|disc jockey|female protagonist|music business|one word title,http://www.imdb.com/title/tt0118589/?ref_=fn_tt_tt_1,308.0,English,USA,PG-13,22000000.0,2001.0,218.0,2.1,2.35,0,4273372.0
4290,Color,Kelly Reichardt,200.0,104.0,129.0,887.0,Zoe Kazan,991.0,Drama|Western,Bruce Greenwood,Meek's Cutoff ,8204,3427,Shirley Henderson,1.0,desert|oregon|survival|trust|water,http://www.imdb.com/title/tt1518812/?ref_=fn_tt_tt_1,98.0,English,USA,PG,,2010.0,962.0,6.5,1.33,0,977600.0
991,Color,Garry Marshall,93.0,119.0,0.0,434.0,Felicity Huffman,627.0,Comedy|Drama|Romance,Amber Valletta,Raising Helen ,30890,2052,Spencer Breslin,1.0,fashion show|female protagonist|love|pastor|queens new york city,http://www.imdb.com/title/tt0350028/?ref_=fn_tt_tt_1,106.0,English,USA,PG-13,50000000.0,2004.0,508.0,6.0,1.85,718,37486138.0
4212,Color,Spike Lee,28.0,120.0,0.0,702.0,Harry Lennix,1000.0,Drama|History,Bernie Mac,Get on the Bus ,4100,5963,Andre Braugher,10.0,actor|bus|march|million man march|religion,http://www.imdb.com/title/tt0116404/?ref_=fn_tt_tt_1,35.0,English,USA,R,2400000.0,1996.0,748.0,6.8,1.85,352,5731103.0
2040,Color,Douglas McGrath,169.0,89.0,41.0,847.0,Busy Philipps,2000.0,Comedy|Romance,Olivia Munn,I Don't Know How She Does It ,16437,5470,Jessica Szohr,0.0,black comedy|delivery boy|dinner|gym|punishment,http://www.imdb.com/title/tt1742650/?ref_=fn_tt_tt_1,68.0,English,USA,PG-13,24000000.0,2011.0,1000.0,4.9,1.85,0,9639242.0
953,Color,Glenn Ficarra,310.0,118.0,43.0,7000.0,Emma Stone,33000.0,Comedy|Drama|Romance,Ryan Gosling,"Crazy, Stupid, Love. ",375456,57426,Steve Carell,7.0,bar|divorce|friend|girl|male objectification,http://www.imdb.com/title/tt1570728/?ref_=fn_tt_tt_1,292.0,English,USA,PG-13,50000000.0,2011.0,15000.0,7.4,2.39,44000,84244877.0
1052,Color,James Mangold,295.0,122.0,446.0,600.0,Logan Lerman,23000.0,Adventure|Crime|Drama|Western,Christian Bale,3:10 to Yuma ,237872,33548,Gretchen Mol,1.0,outlaw|rancher|small western town|stagecoach|train,http://www.imdb.com/title/tt0381849/?ref_=fn_tt_tt_1,560.0,English,USA,R,55000000.0,2007.0,8000.0,7.8,2.35,0,53574088.0
1845,Color,David R. Ellis,175.0,90.0,160.0,392.0,Michael Landes,748.0,Horror|Thriller,Sarah Carter,Final Destination 2 ,120786,3172,Keegan Connor Tracy,0.0,car accident|death|freak accident|hospital|premonition,http://www.imdb.com/title/tt0309593/?ref_=fn_tt_tt_1,472.0,English,USA,R,26000000.0,2003.0,439.0,6.2,1.85,0,46455802.0
744, Black and White,Henry Selick,310.0,100.0,253.0,57.0,Dawn French,309.0,Animation|Family|Fantasy,Jennifer Saunders,Coraline ,143121,647,John Hodgman,1.0,dream|new home|parallel worlds|scissors|secret door,http://www.imdb.com/title/tt0327597/?ref_=fn_tt_tt_1,279.0,English,USA,PG,60000000.0,2009.0,229.0,7.7,1.85,10000,75280058.0
491,Color,Jonathan Mostow,258.0,89.0,84.0,1000.0,Devin Ratray,13000.0,Action|Sci-Fi|Thriller,Bruce Willis,Surrogates ,151424,18132,Boris Kodjoe,5.0,android|fbi agent|future|murder|robot,http://www.imdb.com/title/tt0986263/?ref_=fn_tt_tt_1,252.0,English,USA,PG-13,80000000.0,2009.0,1000.0,6.3,2.35,0,38542418.0
860,Color,Robert Zemeckis,49.0,104.0,0.0,812.0,Meryl Streep,13000.0,Comedy|Fantasy|Horror,Bruce Willis,Death Becomes Her ,78974,25599,Isabella Rossellini,3.0,plastic surgeon|rejuvenation|revenge|rival|rivalry,http://www.imdb.com/title/tt0104070/?ref_=fn_tt_tt_1,173.0,English,USA,PG-13,55000000.0,1992.0,11000.0,6.4,1.85,8000,58422650.0
2568,Color,Vic Armstrong,169.0,110.0,179.0,734.0,Lea Thompson,12000.0,Action|Drama|Fantasy|Mystery|Thriller,Nicolas Cage,Left Behind ,24854,15044,Quinton Aaron,1.0,bible quote|chaos|faith|riot|shrine,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1,374.0,English,USA,PG-13,16000000.0,2014.0,1000.0,3.1,2.35,31000,13998282.0
439,Color,Gary Ross,673.0,142.0,378.0,575.0,Josh Hutcherson,34000.0,Adventure|Drama|Sci-Fi|Thriller,Jennifer Lawrence,The Hunger Games ,701607,49942,Anthony Reynolds,0.0,fight to the death|game|massacre|self survival|suicide attempt,http://www.imdb.com/title/tt1392170/?ref_=fn_tt_tt_1,1959.0,English,USA,PG-13,78000000.0,2012.0,14000.0,7.3,2.35,140000,407999255.0
609,Color,Edward Zwick,120.0,116.0,380.0,774.0,Bruce Willis,18000.0,Action|Thriller,Denzel Washington,The Siege ,58023,32563,Mark Valley,0.0,abduction|martial law|military|new york city|terrorist,http://www.imdb.com/title/tt0133952/?ref_=fn_tt_tt_1,281.0,English,USA,R,70000000.0,1998.0,13000.0,6.3,2.35,0,40932372.0
3378,Color,John Schultz,59.0,91.0,13.0,292.0,Mark Webber,452.0,Comedy|Drama|Romance,Stephen Collins,Drive Me Crazy ,14904,1760,Keri Lynn Pratt,2.0,centennial|girl|next door neighbor|prom|school,http://www.imdb.com/title/tt0164114/?ref_=fn_tt_tt_1,147.0,English,USA,PG-13,8000000.0,1999.0,442.0,5.7,1.85,0,17843379.0
3463,Color,Jason Reitman,387.0,96.0,655.0,973.0,Jennifer Garner,24000.0,Comedy|Drama|Romance,J.K. Simmons,Juno ,414335,28817,Rainn Wilson,0.0,adoption|baby|friend|pregnancy|school,http://www.imdb.com/title/tt0467406/?ref_=fn_tt_tt_1,881.0,English,USA,PG-13,7500000.0,2007.0,3000.0,7.5,1.85,10000,143492840.0
173,Color,Peter Weir,244.0,138.0,608.0,168.0,Lee Ingleby,613.0,Action|Adventure|Drama|History|War,James D'Arcy,Master and Commander: The Far Side of the World ,168207,1205,David Threlfall,1.0,1800s|napoleonic wars|pursuit|royal navy|ship,http://www.imdb.com/title/tt0311113/?ref_=fn_tt_tt_1,684.0,English,USA,PG-13,150000000.0,2003.0,172.0,7.4,2.35,0,93926386.0
1970,Color,Ivan Reitman,159.0,110.0,425.0,148.0,Chi McBride,3000.0,Drama|Sport,Jennifer Garner,Draft Day ,39357,3757,Patrick St. Esprit,1.0,cleveland browns|head coach|linebacker|nfl|team owner,http://www.imdb.com/title/tt2223990/?ref_=fn_tt_tt_1,113.0,English,USA,R,25000000.0,2014.0,466.0,6.8,2.35,14000,28831145.0
2503,Color,Sam Weisman,75.0,98.0,39.0,428.0,Jenna Boyd,593.0,Comedy,Kevin Grevioux,Dickie Roberts: Former Child Star ,11815,2713,Mary McCormack,1.0,dental braces|dental headgear|former child star|panties|white panties,http://www.imdb.com/title/tt0325258/?ref_=fn_tt_tt_1,117.0,English,USA,PG-13,17000000.0,2003.0,517.0,5.6,2.35,320,22734486.0
2236,Color,Robert Rodriguez,103.0,89.0,0.0,470.0,Leo Howard,87000.0,Comedy|Family|Fantasy,Jimmy Bennett,Shorts ,5332,88422,Jake Short,4.0,boy|family relationships|rock|twin|two headed person,http://www.imdb.com/title/tt1100119/?ref_=fn_tt_tt_1,37.0,English,USA,PG,40000000.0,2009.0,570.0,4.9,1.85,431,20916309.0
733,Color,Robert Schwentke,315.0,111.0,124.0,357.0,Morgan Freeman,13000.0,Action|Comedy|Crime|Thriller,Bruce Willis,RED ,238916,24928,Jaqueline Fleming,4.0,cia|female assassin|interrogation|office cubicle|spy,http://www.imdb.com/title/tt1245526/?ref_=fn_tt_tt_1,328.0,English,USA,PG-13,58000000.0,2010.0,11000.0,7.1,2.35,32000,90356857.0
4563,Color,James Toback,54.0,84.0,56.0,13.0,Natasha Gregson Wagner,21000.0,Comedy|Drama,Robert Downey Jr.,Two Girls and a Guy ,5933,21124,Angel David,3.0,actor|anilingus|double cross|funeral home|two timing,http://www.imdb.com/title/tt0124179/?ref_=fn_tt_tt_1,102.0,English,USA,R,1000000.0,1997.0,104.0,5.6,1.85,387,1950218.0
2336,Color,Andrew Jarecki,140.0,101.0,46.0,902.0,Kirsten Dunst,33000.0,Crime|Drama|Mystery|Romance|Thriller,Ryan Gosling,All Good Things ,41249,39515,Frank Langella,2.0,family business|friend|murder|new york city|trial,http://www.imdb.com/title/tt1175709/?ref_=fn_tt_tt_1,67.0,English,USA,R,,2010.0,4000.0,6.3,1.85,0,578382.0
164,Color,Rob Cohen,145.0,121.0,357.0,653.0,Joe Morton,820.0,Action|Adventure|Sci-Fi|Thriller,Sam Shepard,Stealth ,45455,2705,Richard Roxburgh,0.0,artificial intelligence|box office flop|fighter jet|navy|pilot,http://www.imdb.com/title/tt0382992/?ref_=fn_tt_tt_1,388.0,English,USA,PG-13,135000000.0,2005.0,780.0,5.0,2.35,0,31704416.0
848,Color,Antoine Fuqua,292.0,132.0,845.0,683.0,Chloë Grace Moretz,18000.0,Action|Crime|Thriller,Denzel Washington,The Equalizer ,229574,37605,James Wilcox,0.0,assassin|ex soldier|gangster|hanged man|mysterious past,http://www.imdb.com/title/tt0455944/?ref_=fn_tt_tt_1,436.0,English,USA,R,55000000.0,2014.0,17000.0,7.2,2.35,56000,101530738.0
3562,Color,Nicole Holofcener,111.0,88.0,132.0,180.0,Marin Hinkle,435.0,Comedy|Drama|Romance,Greg Germann,Friends with Money ,19715,1140,Jake Cherry,2.0,friend|friendship|marital problem|money problems|nervous breakdown,http://www.imdb.com/title/tt0436331/?ref_=fn_tt_tt_1,166.0,English,USA,R,6500000.0,2006.0,230.0,5.9,2.35,515,13367101.0
3696,Color,James Wan,318.0,106.0,0.0,482.0,Barbara Hershey,852.0,Fantasy|Horror|Thriller,Lin Shaye,Insidious: Chapter 2 ,109214,2975,Leigh Whannell,0.0,barricading a door|injection in leg|police detective|supernatural|taser,http://www.imdb.com/title/tt2226417/?ref_=fn_tt_tt_1,269.0,English,USA,PG-13,5000000.0,2013.0,618.0,6.6,2.35,35000,83574831.0
658,Color,Tom Hooper,488.0,158.0,0.0,11000.0,Eddie Redmayne,20000.0,Drama|Musical|Romance,Hugh Jackman,Les Misérables ,243834,46204,Anne Hathaway,1.0,barricade|innkeeper|parole|rebellion|student,http://www.imdb.com/title/tt1707386/?ref_=fn_tt_tt_1,845.0,English,USA,PG-13,61000000.0,2012.0,13000.0,7.6,1.85,144000,148775460.0
2399,Color,Vic Armstrong,169.0,110.0,179.0,734.0,Lea Thompson,12000.0,Action|Drama|Fantasy|Mystery|Thriller,Nicolas Cage,Left Behind ,24854,15044,Quinton Aaron,1.0,bible quote|chaos|faith|riot|shrine,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1,374.0,English,USA,PG-13,16000000.0,2014.0,1000.0,3.1,2.35,31000,13998282.0
3380,Color,Tamra Davis,40.0,82.0,33.0,475.0,Harland Williams,744.0,Comedy|Crime,Dave Chappelle,Half Baked ,48225,2400,Clarence Williams III,0.0,bail|diabetic|friend|jail|pharmaceutical lab,http://www.imdb.com/title/tt0120693/?ref_=fn_tt_tt_1,164.0,English,USA,R,8000000.0,1998.0,503.0,6.7,1.85,0,17278980.0
1400,Color,Tim Burton,186.0,126.0,13000.0,488.0,Jack Palance,920.0,Action|Adventure,Michael Gough,Batman ,269033,2725,William Hootkins,0.0,city|dc comics|gotham|pantyhose|police,http://www.imdb.com/title/tt0096895/?ref_=fn_tt_tt_1,817.0,English,USA,PG-13,35000000.0,1989.0,549.0,7.6,1.85,12000,251188924.0
2917,Color,Steven Spielberg,385.0,130.0,14000.0,366.0,Robert Shaw,813.0,Adventure|Drama|Thriller,Roy Scheider,Jaws ,412454,2047,Murray Hamilton,0.0,beach|blockbuster|fishing|great white shark|shark,http://www.imdb.com/title/tt0073195/?ref_=fn_tt_tt_1,962.0,English,USA,PG,8000000.0,1975.0,559.0,8.0,2.35,21000,260000000.0
1764,Color,Jon Turteltaub,222.0,105.0,226.0,966.0,Morgan Freeman,22000.0,Comedy|Romance,Robert De Niro,Last Vegas ,106755,35694,Romany Malco,2.0,bachelor party|bloody mary the drink|bouncer|brooklyn new york city|vegas,http://www.imdb.com/title/tt1204975/?ref_=fn_tt_tt_1,173.0,English,USA,PG-13,28000000.0,2013.0,11000.0,6.6,2.35,27000,63910583.0
4285,Color,Gary Rogers,7.0,120.0,0.0,40.0,Kirby Heyborne,178.0,Adventure,Noah Danby,"The Book of Mormon Movie, Volume 1: The Journey ",397,359,Bruce Newbold,1.0,jerusalem|journey|promised land|ship|wilderness,http://www.imdb.com/title/tt0349159/?ref_=fn_tt_tt_1,30.0,English,USA,PG-13,2000000.0,2003.0,69.0,3.3,1.85,32,1098224.0
2841,Color,Danny Leiner,106.0,83.0,8.0,612.0,Mary Lynn Rajskub,3000.0,Comedy|Mystery,Jennifer Garner,"Dude, Where's My Car? ",116625,6454,Marla Sokoloff,2.0,bare chested male|gay kiss|homoeroticism|lesbian kiss|transsexual,http://www.imdb.com/title/tt0242423/?ref_=fn_tt_tt_1,469.0,English,USA,PG-13,13000000.0,2000.0,934.0,5.5,1.37,0,46729374.0
2856,Color,Sam Miller,58.0,84.0,12.0,334.0,Kate del Castillo,1000.0,Crime|Thriller,Leslie Bibb,No Good Deed ,12676,2297,Henry Simmons,2.0,home invasion|police officer shot|police officer shot in the chest|psychopath|three word title,http://www.imdb.com/title/tt2011159/?ref_=fn_tt_tt_1,84.0,English,USA,PG-13,13200000.0,2014.0,345.0,5.6,2.35,0,52543632.0
1049,Color,James Mangold,125.0,123.0,446.0,821.0,Natasha Lyonne,20000.0,Comedy|Fantasy|Romance,Hugh Jackman,Kate & Leopold ,64595,22209,Bradley Whitford,1.0,bridge|brooklyn bridge|falling down an elevator shaft|time travel|time travel romance,http://www.imdb.com/title/tt0035423/?ref_=fn_tt_tt_1,316.0,English,USA,PG-13,48000000.0,2001.0,1000.0,6.4,1.85,0,47095453.0
1294,Color,Elaine May,49.0,107.0,124.0,572.0,Warren Beatty,636.0,Action|Adventure|Comedy|Music|Thriller,Carol Kane,Ishtar ,8692,3374,Isabelle Adjani,2.0,cia|emir|hotel|map|morocco,http://www.imdb.com/title/tt0093278/?ref_=fn_tt_tt_1,126.0,English,USA,PG-13,51000000.0,1987.0,631.0,4.2,1.85,754,14375181.0
4058,Color,James DeMonaco,361.0,85.0,65.0,535.0,Adelaide Kane,942.0,Horror|Sci-Fi|Thriller,Rhys Wakefield,The Purge ,139329,3708,Chris Mulkey,0.0,class differences|killing spree|one night|suburb|violence,http://www.imdb.com/title/tt2184339/?ref_=fn_tt_tt_1,578.0,English,USA,R,3000000.0,2013.0,810.0,5.7,2.35,31000,64423650.0
731,Color,Ryan Murphy,213.0,140.0,708.0,745.0,Julia Roberts,11000.0,Drama|Romance,James Franco,Eat Pray Love ,63493,20440,Billy Crudup,1.0,divorce|emotional balance|female protagonist|indonesia|inner peace,http://www.imdb.com/title/tt0879870/?ref_=fn_tt_tt_1,302.0,English,USA,PG-13,60000000.0,2010.0,8000.0,5.7,1.85,26000,80574010.0
4794, Black and White,Stacy Peralta,86.0,91.0,147.0,5.0,Jay Adams,22.0,Documentary|Sport,Tony Alva,Dogtown and Z-Boys ,10366,54,Jeff Ament,0.0,california|drought|playground|skateboarding|surfer,http://www.imdb.com/title/tt0275309/?ref_=fn_tt_tt_1,88.0,English,USA,PG-13,,2001.0,20.0,7.7,1.37,0,1293295.0
4182,Color,Rob Zombie,220.0,119.0,0.0,593.0,Tyler Mane,908.0,Horror,Scout Taylor-Compton,Halloween II ,36372,3226,Margot Kidder,0.0,halloween|hospital|michael myers|rampage|vomiting,http://www.imdb.com/title/tt1311067/?ref_=fn_tt_tt_1,491.0,English,USA,R,15000000.0,2009.0,764.0,4.9,1.85,3000,33386128.0
4941,Color,Michael Moore,40.0,91.0,909.0,42.0,Pat Boone,909.0,Documentary,Michael Moore,Roger & Me ,22800,1048,Bob Eubanks,0.0,factory|flint michigan|general motors|michigan|quest,http://www.imdb.com/title/tt0098213/?ref_=fn_tt_tt_1,133.0,English,USA,R,160000.0,1989.0,91.0,7.5,1.66,667,6706368.0
1671,Color,Troy Miller,85.0,85.0,14.0,244.0,Mimi Rogers,577.0,Comedy,Elden Henson,Dumb and Dumberer: When Harry Met Lloyd ,30651,1653,Cheri Oteri,0.0,1980s|buddy|high school|prequel to cult favorite|teenager,http://www.imdb.com/title/tt0329028/?ref_=fn_tt_tt_1,267.0,English,USA,PG-13,19000000.0,2003.0,291.0,3.4,1.37,1000,26096584.0
2926,Color,Peter Weir,83.0,112.0,608.0,733.0,Viggo Mortensen,11000.0,Crime|Drama|Romance|Thriller,Harrison Ford,Witness ,66966,22479,Lukas Haas,1.0,amish|love|murder|police|train,http://www.imdb.com/title/tt0090329/?ref_=fn_tt_tt_1,175.0,English,USA,R,12000000.0,1985.0,10000.0,7.4,1.85,0,65500000.0
724,Color,F. Gary Gray,155.0,111.0,473.0,82.0,Charlize Theron,26000.0,Action|Crime|Thriller,Jason Statham,The Italian Job ,285623,35084,Jimmy Shubert,6.0,gold|heist|revenge|traffic jam|venice italy,http://www.imdb.com/title/tt0317740/?ref_=fn_tt_tt_1,497.0,English,USA,PG-13,60000000.0,2003.0,9000.0,7.0,2.35,0,106126012.0
1622,Color,Michael McCullers,145.0,99.0,5.0,966.0,Amy Poehler,2000.0,Comedy|Romance,Tina Fey,Baby Mama ,34079,6930,Romany Malco,2.0,baby|book|cartoon on tv|female protagonist|male anorexia,http://www.imdb.com/title/tt0871426/?ref_=fn_tt_tt_1,97.0,English,USA,PG-13,30000000.0,2008.0,1000.0,6.0,1.85,0,60269340.0
2549,Color,Cyrus Nowrasteh,24.0,111.0,19.0,107.0,Vincent Walsh,241.0,Drama,Clive Russell,The Young Messiah ,1449,824,Finn Ireland,0.0,based on novel,http://www.imdb.com/title/tt1002563/?ref_=fn_tt_tt_1,30.0,English,USA,PG-13,18500000.0,2016.0,118.0,5.4,2.35,0,6462576.0
814,Color,Clint Eastwood,490.0,133.0,16000.0,318.0,Leonard Roberts,14000.0,Action|Biography|Drama|History|Thriller|War,Bradley Cooper,American Sniper ,325264,16277,Keir O'Donnell,0.0,assassin|death of child|iraq|sniper|sniper rifle,http://www.imdb.com/title/tt2179136/?ref_=fn_tt_tt_1,916.0,English,USA,R,58800000.0,2014.0,962.0,7.3,2.35,112000,350123553.0
4464,Color,Rich Cowan,14.0,105.0,7.0,548.0,Karen Allen,2000.0,Drama,Eric Dane,The Basket ,449,3475,Peter Coyote,2.0,basketball|german immigrant|opera|two word title|war orphan,http://www.imdb.com/title/tt0190255/?ref_=fn_tt_tt_1,38.0,English,USA,PG,1300000.0,1999.0,783.0,6.5,1.85,117,609042.0
3019,Color,Mary Lambert,98.0,103.0,52.0,426.0,Fred Gwynne,969.0,Fantasy|Horror,Miko Hughes,Pet Sematary ,63855,2987,Denise Crosby,0.0,cat|cemetery|maine|secret|woods,http://www.imdb.com/title/tt0098084/?ref_=fn_tt_tt_1,248.0,English,USA,R,11500000.0,1989.0,886.0,6.6,1.85,0,57469179.0
